id,zip_code,longitude,latitude
1,0640931,43.043874,141.354755
2,0640945,43.02867192592593,141.28108970370366
3,0640944,43.042952,141.303594
4,0640959,43.054526,141.31448
5,0640958,43.048234666666666,141.29026983333333
6,0028052,43.1340163275862,141.38020421551727
7,0028053,43.161061000000004,141.36771711428574
8,0028051,43.12832733333334,141.373482
9,0028054,43.15156482352941,141.39425791176473
10,0028055,43.15549972727273,141.4244193636364
11,0010930,43.12268691666667,141.29306175000002
12,0010915,43.1305785,141.29938242105263
13,0020865,43.14330023999998,141.31873076000002
14,0028038,43.15298,141.34477114285716
15,0028043,43.166516708333326,141.3589752916667
16,0070880,43.11763575757576,141.39708516161608
17,0070852,43.122461166666675,141.37229483333334
18,0070890,43.13233656470589,141.43632194117646
19,0070820,43.106231186046514,141.4400992325582
20,0070819,43.110024,141.41873366666667
21,0070011,43.121068,141.421678
22,0030869,43.067757031250025,141.44703676562503
23,0030859,43.07167372413793,141.43710444827585
24,0030849,43.072228107142855,141.42994596428576
25,0030876,43.08577655434784,141.44765053260872
26,0620039,42.980202999999996,141.37246572222224
27,0620045,43.0030426,141.4121142
28,0050849,42.94828557142855,141.32870368253973
29,0050832,43.011871183333334,141.3085039166667
30,0612274,42.96449146428572,141.21770657142855
31,0612301,42.95258151851853,141.15349962962964
32,0612276,42.969978636363635,141.2812479090909
33,0050007,42.980536,141.363457
34,0050862,42.917479451612905,141.36732580645156
35,0612275,42.96413800000001,141.23747380952383
36,0612273,42.949263258620675,141.23196677586205
37,0050831,42.99967935294117,141.30772958823533
38,0050017,42.9980515,141.3453115
39,0050827,42.9822787,141.3062138
40,0050040,43.0120505,141.33439750000002
41,0050041,43.018999,141.320486
42,0630011,43.0473413076923,141.27503607692304
43,0630049,43.070832249999995,141.24330062499996
44,0630012,43.0419904,141.25352160000003
45,0630029,43.057152961538456,141.2294914615385
46,0630059,43.083419,141.253495
47,0630009,43.062827,141.284507
48,0040039,43.01572170000001,141.48497270000001
49,0040007,43.042066,141.4985055
50,0040006,43.0544935,141.48399849999998
51,0040069,43.06920371428572,141.46117671428573
52,0040068,43.059364,141.450083
53,0060049,43.10347866666667,141.18678433333332
54,0060859,43.136951,141.189919
55,0060829,43.14050448571429,141.26657297142856
56,0060860,43.14479039726028,141.21726416438364
57,0060029,43.108258,141.222785
58,0040821,42.94829024999999,141.4431295555556
59,0040859,42.98526664285714,141.42323164285713
60,0040809,42.968353,141.463073
61,0040839,42.97395472499999,141.43954367499998
62,0040881,43.002184,141.46747549999998
63,0400044,41.75721457142857,140.71666405714285
64,0410804,41.83817746391751,140.76832156701033
65,0420913,41.771815272727274,140.8284550909091
66,0400076,41.796068285714284,140.72250785714286
67,0420916,41.79843141176472,140.83835247058823
68,0400037,41.766847222222225,140.72800922222223
69,0420904,41.797696954545465,140.8645471363636
70,0410802,41.832521389473676,140.74328714736842
71,0420911,41.769353499999994,140.85247116666665
72,0410261,41.752121848739485,140.88639109243698
73,0400057,41.7708085,140.7000145625
74,0420954,41.78590191666666,140.79832925
75,0400023,41.77125764285715,140.74461942857144
76,0420931,41.78692182608695,140.79432991304347
77,0400071,41.799130600000005,140.73164149999997
78,0400084,41.79820206666667,140.73848133333334
79,0400064,41.769293874999995,140.72407725
80,0400062,41.78119352380953,140.73470190476192
81,0400052,41.76970144444445,140.71055922222223
82,0400034,41.76839194285714,140.73448157142852
83,0400061,41.78163413333333,140.72846879999997
84,0420942,41.788148571428565,140.7676984642857
85,0420944,41.77551325,140.759487125
86,0400031,41.780235937499995,140.73809606250003
87,0410831,41.823028058823546,140.76582023529411
88,0420914,41.785633556962,140.8140411265823
89,0420917,41.79461339999999,140.85756119999996
90,0410803,41.85161785185184,140.7699616666667
91,0410813,41.80494615873017,140.7384134444444
92,0410822,41.809002116666676,140.72615668333336
93,0400072,41.794548750000004,140.73370135
94,0410844,41.79215126666667,140.77197753333334
95,0410801,41.84249383333332,140.73411127083327
96,0400078,41.797636555555556,140.72800544444445
97,0420935,41.784021307692306,140.77170823076924
98,0400001,41.7957353076923,140.7521873333333
99,0400041,41.76450738461539,140.72662584615384
100,0400036,41.76916447058824,140.73020688235295
101,0420923,41.765796275862094,140.82084084482764
102,0410823,41.8150698125,140.724049
103,0400082,41.79379930769232,140.7448138076923
104,0410265,41.75476488888889,140.89836911111112
105,0400032,41.77585611764706,140.73514885294117
106,0410833,41.83272795833335,140.78698751388887
107,0420921,41.76089813207548,140.84495007547162
108,0400053,41.76480076923077,140.71622076923074
109,0400004,41.789475666666675,140.75640046666666
110,0420958,41.8155585,140.82107066666666
111,0400045,41.750987,140.717455
112,0420951,41.7780576875,140.82264043749998
113,0420922,41.7620510657895,140.83250263157902
114,0420955,41.78982409302327,140.80386209302324
115,0420952,41.773210255319135,140.80542373404268
116,0400024,41.774273599999994,140.74416756
117,0420957,41.79634079999999,140.79911413333335
118,0400081,41.79802633333334,140.74680111111113
119,0400033,41.77336246428571,140.73797210714287
120,0400013,41.78298164516128,140.7476453548387
121,0410264,41.76082112500001,140.8820325
122,0420902,41.794844000000005,140.88713400000003
123,0420908,41.793577,140.81668533333334
124,0400012,41.783042583333334,140.75318704166668
125,0420953,41.78305186206898,140.80269686206898
126,0400065,41.76586221052631,140.72071510526314
127,0410263,41.77480247058823,140.86768917647058
128,0400014,41.78293264285714,140.74194019047619
129,0420912,41.7708845,140.84111383333334
130,0410824,41.83297547619046,140.71808970634922
131,0420924,41.77003295505619,140.8029690561799
132,0420943,41.781075900000005,140.76342329999997
133,0400083,41.79369004545454,140.73728318181819
134,0410843,41.79101982222221,140.7826192666667
135,0400075,41.787716999999994,140.7296854090909
136,0400042,41.76241676190476,140.72431085714288
137,0410834,41.822034967213135,140.80335811475413
138,0400005,41.781623303030315,140.7596906060606
139,0400022,41.77492452380953,140.7515633333333
140,0420934,41.775835625,140.769066125
141,0420941,41.78674924561403,140.77832689473686
142,0400055,41.76636556521739,140.70049556521738
143,0410262,41.7599079102564,140.86510757692307
144,0400051,41.77277984210527,140.706729
145,0400043,41.76044237931036,140.72093565517244
146,0400025,41.77798697959183,140.74428334693877
147,0400011,41.78905775000001,140.75244809375
148,0420918,41.78603922727274,140.85523140909086
149,0420907,41.82351494444445,140.85090272222223
150,0400003,41.7887195,140.76140185
151,0400035,41.77219921428571,140.73232142857145
152,0400074,41.785557861111116,140.73640708333332
153,0400021,41.77865037931034,140.75125568965515
154,0420956,41.79509782352941,140.804577
155,0400073,41.789678518518514,140.73833555555558
156,0400054,41.7628266,140.71298360000003
157,0400046,41.7523585,140.71380658333337
158,0400015,41.79082091304348,140.7471771304348
159,0400002,41.79334728571429,140.76013514285714
160,0400056,41.769014166666665,140.70550866666665
161,0420933,41.77681336842105,140.7748935263158
162,0400077,41.79340981818182,140.7294395454546
163,0400063,41.774580574999995,140.7291608
164,0470028,43.19154533333333,141.00511683333335
165,0470006,43.18941924999999,141.01050375
166,0470038,43.208315296296284,140.9903228148148
167,0470044,43.215484,140.9923303043478
168,0470005,43.18295076923077,141.01743853846153
169,0470264,43.13788564615385,141.1435274615385
170,0470027,43.19398666666667,141.00601
171,0470026,43.19403,141.00316775
172,0470045,43.21598360714285,140.98590296428574
173,0470153,43.16905440000001,141.06879913333333
174,0470004,43.181937899999994,141.0110347
175,0470042,43.214268214285696,140.99683324999998
176,0470015,43.18776409090909,141.00884463636362
177,0470008,43.185628095238094,141.02327390476188
178,0470043,43.21020318181818,140.99234718181822
179,0470039,43.207742153846155,140.99658392307694
180,0470016,43.185175166666674,141.0126365
181,0470266,43.15311944736842,141.12649410526308
182,0470265,43.14989758064515,141.12075206451607
183,0470157,43.17973,141.0398895
184,0470262,43.13135760000001,141.1834798
185,0470007,43.19702270833334,141.00779095833332
186,0470263,43.13596872,141.16223431999998
187,0470025,43.19238375,141.00231975
188,0470001,43.17706565,141.02621097499997
189,0708051,43.79900680000001,142.27865104
190,0708052,43.767399545454545,142.2639892727273
191,0788327,43.751515,142.363038
192,0708033,43.73110859999999,142.35055359999998
193,0708034,43.715527,142.350488
194,0708026,43.7545254,142.3255838
195,0780185,43.7234152962963,142.18638692592592
196,0708032,43.728925,142.343331
197,0708022,43.76969810256412,142.29199487179494
198,0708021,43.780175133333344,142.29838106666668
199,0708024,43.74247222222222,142.3244615555555
200,0708023,43.760969,142.304908
201,0788308,43.730350461538464,142.39547407692305
202,0700902,43.78979999999999,142.3603841111111
203,0700014,43.77616078571429,142.39949214285718
204,0700013,43.776449,142.3935715
205,0788207,43.76932587288137,142.45007666949147
206,0788208,43.76631656410258,142.43392130769226
207,0788340,43.73689179999999,142.42853589999999
208,0788368,43.73011563793102,142.45123256896542
209,0788205,43.76310363333334,142.48275833333338
210,0788204,43.79729759090909,142.48139740909093
211,0788206,43.7236183898305,142.46820013559324
212,0788203,43.76304860606063,142.4692403030302
213,0718171,43.8531745,142.4509015
214,0788329,43.75497418181818,142.3720793636364
215,0788328,43.76010221428571,142.36283664285713
216,0500051,42.384795199999985,140.93144705000003
217,0510023,42.322013999999996,140.97779
218,0500052,42.39807228571429,140.98077642857143
219,0500064,42.37504598214286,140.99680605357136
220,0500053,42.390135799999996,140.99828100000002
221,0510016,42.31523044444444,140.9697902222222
222,0500055,42.37517480000001,140.92904797777783
223,0510027,42.32185642857142,140.9642920714286
224,0500062,42.3559434,140.994226
225,0510006,42.323035,140.987654
226,0510031,42.33441462500001,140.96222912500002
227,0500077,42.37097317857143,141.02719157142855
228,0510025,42.317334599999995,140.9675718
